 Name of the problem: Santander con lambda = 10/N
 Number of variables:    370  
 Number of observations:   76020 
 Online, b = 1% N
-------------------------------------- 
 Iter        f              ||g||     dif_f      alpha     s*y 
   0     1.952873414e+00   1.993e-01          
 Warning, small sTy < eps   4.48e-20 
 230   2.533229848e-01   3.718e-02   4.40e-02   4.18e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 231   2.905577611e-01   1.140e-02   3.72e-02   4.16e-02  0.000e+00  
 232   6.507154902e-01   1.176e-02   3.60e-01   4.15e-02       NaN  
 Warning, small sTy < eps   0.00e+00 
 233   2.992449284e-01        NaN   3.51e-01   4.13e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 234   3.311755885e-01   1.571e-02   3.19e-02   4.11e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 235   3.119544502e-01   1.649e-02   1.92e-02   4.10e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 236   2.604429223e-01   1.338e-02   5.15e-02   4.08e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 237   2.309598669e-01   3.721e-02   2.95e-02   4.06e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 238   2.694895129e-01   1.297e-02   3.85e-02   4.05e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 239   4.600735784e-01   9.530e-03   1.91e-01   4.03e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 240   3.766865709e-01   4.484e-02   8.34e-02   4.01e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 241   2.533451350e-01   5.903e-02   1.23e-01   4.00e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 242   2.707847133e-01   4.483e-02   1.74e-02   3.98e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 243   6.343494712e-01   1.346e-02   3.64e-01   3.97e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 244   3.612519584e-01   8.336e-02   2.73e-01   3.95e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 245   2.873325757e-01   5.686e-02   7.39e-02   3.93e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 246   3.331818832e-01   1.512e-02   4.58e-02   3.92e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 247   3.006814378e-01   3.316e-02   3.25e-02   3.90e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 248   3.373199495e-01   5.687e-02   3.66e-02   3.89e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 249   3.225150123e-01   4.174e-02   1.48e-02   3.87e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 250   2.482793762e-01   1.686e-02   7.42e-02   3.86e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 251   2.577774508e-01   1.305e-02   9.50e-03   3.84e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 252   2.562357993e-01   2.911e-02   1.54e-03   3.83e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 253   2.802498276e-01   4.484e-02   2.40e-02   3.81e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 254   3.449125229e-01   5.684e-02   6.47e-02   3.80e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 255   2.538224103e-01   4.175e-02   9.11e-02   3.79e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 256   3.104290228e-01   3.718e-02   5.66e-02   3.77e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 257   3.835375588e-01   2.864e-02   7.31e-02   3.76e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 258   2.133373770e-01   3.965e-02   1.70e-01   3.74e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 259   3.405561803e-01   8.908e-03   1.27e-01   3.73e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 260   3.569660173e-01   1.458e-02   1.64e-02   3.72e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 261   2.693140892e-01   2.809e-02   8.77e-02   3.70e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 262   3.417705987e-01   1.150e-02   7.25e-02   3.69e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 263   3.405349027e-01   2.942e-02   1.24e-03   3.67e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 264   2.477985274e-01   5.902e-02   9.27e-02   3.66e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 265   2.385353111e-01   1.843e-02   9.26e-03   3.65e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 266   3.294939940e-01   1.375e-02   9.10e-02   3.63e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 267   2.730931123e-01   2.960e-02   5.64e-02   3.62e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 268   3.841400760e-01   2.482e-02   1.11e-01   3.61e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 269   4.135135586e-01   4.483e-02   2.94e-02   3.60e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 270   3.057411089e-01   2.962e-02   1.08e-01   3.58e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 271   2.679924532e-01   1.973e-02   3.77e-02   3.57e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 272   3.141752819e-01   1.234e-02   4.62e-02   3.56e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 273   2.916224409e-01   1.867e-02   2.26e-02   3.54e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 274   3.018898906e-01   5.686e-02   1.03e-02   3.53e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 275   2.897810309e-01   4.174e-02   1.21e-02   3.52e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 276   4.987664661e-01   1.332e-02   2.09e-01   3.51e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 277   2.643284407e-01   5.689e-02   2.34e-01   3.49e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 278   3.746909754e-01   1.781e-02   1.10e-01   3.48e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 279   2.806334144e-01   1.991e-02   9.41e-02   3.47e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 280   3.084816051e-01   1.334e-02   2.78e-02   3.46e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 281   2.899976612e-01   1.379e-02   1.85e-02   3.45e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 282   3.317151966e-01   2.963e-02   4.17e-02   3.43e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 283   3.472043704e-01   2.962e-02   1.55e-02   3.42e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 284   4.225017725e-01   2.961e-02   7.53e-02   3.41e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 285   2.521918846e-01   4.174e-02   1.70e-01   3.40e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 286   3.927505231e-01   9.410e-03   1.41e-01   3.39e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 287   3.064636687e-01   2.963e-02   8.63e-02   3.38e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 288   3.111933448e-01   3.315e-02   4.73e-03   3.37e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 289   3.444090242e-01   1.739e-02   3.32e-02   3.35e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 290   3.983852979e-01   2.648e-02   5.40e-02   3.34e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 291   3.037281774e-01   2.964e-02   9.47e-02   3.33e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 292   2.562925143e-01   3.270e-02   4.74e-02   3.32e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 293   4.463929587e-01   2.910e-02   1.90e-01   3.31e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 294   3.686514532e-01   5.905e-02   7.77e-02   3.30e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 295   3.023412740e-01   5.903e-02   6.63e-02   3.29e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 296   2.589079466e-01   2.961e-02   4.34e-02   3.28e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 297   2.548565430e-01   2.469e-02   4.05e-03   3.27e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 298   2.956408186e-01   1.012e-02   4.08e-02   3.26e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 299   4.143686973e-01   2.912e-02   1.19e-01   3.25e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 300   3.646417567e-01   2.964e-02   4.97e-02   3.23e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 301   4.054116239e-01   2.658e-02   4.08e-02   3.22e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 302   3.313088715e-01   4.173e-02   7.41e-02   3.21e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 303   4.229345746e-01   3.975e-02   9.16e-02   3.20e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 304   2.671262817e-01   2.963e-02   1.56e-01   3.19e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 305   3.912348614e-01   3.316e-02   1.24e-01   3.18e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 306   2.617971321e-01   2.963e-02   1.29e-01   3.17e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 307   3.537069602e-01   2.636e-02   9.19e-02   3.16e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 308   3.655194779e-01   1.739e-02   1.18e-02   3.15e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 309   3.043345126e-01   5.903e-02   6.12e-02   3.14e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 310   3.272575965e-01   1.969e-02   2.29e-02   3.13e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 311   2.713863313e-01   1.829e-02   5.59e-02   3.12e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 312   2.766595422e-01   1.291e-02   5.27e-03   3.11e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 313   4.451087843e-01   2.348e-02   1.68e-01   3.10e-02  0.000e+00  
 314   5.270701795e-01   5.288e-02   8.20e-02   3.09e-02       NaN  
 Warning, small sTy < eps   0.00e+00 
 315   3.513323237e-01        NaN   1.76e-01   3.08e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 316   3.727468832e-01   2.071e-02   2.14e-02   3.08e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 317   3.705743452e-01   2.959e-02   2.17e-03   3.07e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 318   2.726927800e-01   2.963e-02   9.79e-02   3.06e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 319   2.837805439e-01   1.209e-02   1.11e-02   3.05e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 320   2.412181665e-01   2.840e-02   4.26e-02   3.04e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 321   2.384650570e-01   1.418e-02   2.75e-03   3.03e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 322   4.045511050e-01   1.216e-02   1.66e-01   3.02e-02  0.000e+00  
 323   5.376066326e-01   2.959e-02   1.33e-01   3.01e-02       NaN  
 Warning, small sTy < eps   0.00e+00 
 324   2.751914864e-01        NaN   2.62e-01   3.00e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 325   2.796427483e-01   2.686e-02   4.45e-03   2.99e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 326   2.340633167e-01   1.335e-02   4.56e-02   2.98e-02  0.000e+00  
 327   7.646198836e-01   9.943e-03   5.31e-01   2.97e-02       NaN  
 Warning, small sTy < eps   0.00e+00 
 328   3.568476435e-01        NaN   4.08e-01   2.97e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 329   2.340433727e-01   5.689e-02   1.23e-01   2.96e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 330   3.432978793e-01   1.341e-02   1.09e-01   2.95e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 331   3.485315857e-01   2.956e-02   5.23e-03   2.94e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 332   2.277046101e-01   5.688e-02   1.21e-01   2.93e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 333   3.236051825e-01   1.066e-02   9.59e-02   2.92e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 334   2.439235643e-01   2.963e-02   7.97e-02   2.91e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 335   3.957846904e-01   2.072e-02   1.52e-01   2.91e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 336   3.488859567e-01   2.962e-02   4.69e-02   2.90e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 337   3.307484229e-01   2.652e-02   1.81e-02   2.89e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 338   2.805466396e-01   1.245e-02   5.02e-02   2.88e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 339   2.602765583e-01   1.291e-02   2.03e-02   2.87e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 340   2.531792798e-01   1.657e-02   7.10e-03   2.86e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 341   2.221617938e-01   5.903e-02   3.10e-02   2.86e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 342   3.378485760e-01   1.339e-02   1.16e-01   2.85e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 343   2.814940762e-01   2.281e-02   5.64e-02   2.84e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 344   2.638727519e-01   3.720e-02   1.76e-02   2.83e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 345   3.084311966e-01   1.340e-02   4.46e-02   2.82e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 346   3.856035148e-01   3.972e-02   7.72e-02   2.82e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 347   3.363234473e-01   5.902e-02   4.93e-02   2.81e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 348   2.411464145e-01   2.959e-02   9.52e-02   2.80e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 349   3.317033756e-01   9.768e-03   9.06e-02   2.79e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 350   3.327122475e-01   2.500e-02   1.01e-03   2.78e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 351   2.897749788e-01   2.959e-02   4.29e-02   2.78e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 352   4.244733412e-01   1.387e-02   1.35e-01   2.77e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 353   2.439046765e-01   4.174e-02   1.81e-01   2.76e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 354   2.790254105e-01   2.347e-02   3.51e-02   2.75e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 355   1.969151530e-01   3.722e-02   8.21e-02   2.75e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 356   2.693525033e-01   2.901e-02   7.24e-02   2.74e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 357   4.118548680e-01   8.946e-03   1.43e-01   2.73e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 358   3.066711597e-01   2.961e-02   1.05e-01   2.72e-02  0.000e+00  
 359   5.007694093e-01   1.830e-02   1.94e-01   2.72e-02       NaN  
 Warning, small sTy < eps   0.00e+00 
 360   3.500236952e-01        NaN   1.51e-01   2.71e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 361   3.223948982e-01   2.909e-02   2.76e-02   2.70e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 362   2.411754616e-01   2.651e-02   8.12e-02   2.69e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 363   3.211802068e-01   2.781e-02   8.00e-02   2.69e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 364   3.077100070e-01   1.971e-02   1.35e-02   2.68e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 365   3.070396085e-01   1.971e-02   6.70e-04   2.67e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 366   4.425333836e-01   3.967e-02   1.35e-01   2.67e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 367   2.527876613e-01   4.176e-02   1.90e-01   2.66e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 368   2.193422792e-01   1.396e-02   3.34e-02   2.65e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 369   3.381718505e-01   1.831e-02   1.19e-01   2.64e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 370   3.219249935e-01   1.960e-02   1.62e-02   2.64e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 371   2.293785918e-01   1.374e-02   9.25e-02   2.63e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 372   3.799777289e-01   1.306e-02   1.51e-01   2.62e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 373   2.398547871e-01   2.960e-02   1.40e-01   2.62e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 374   3.888975177e-01   3.319e-02   1.49e-01   2.61e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 375   2.561542759e-01   2.960e-02   1.33e-01   2.60e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 376   4.321175038e-01   2.099e-02   1.76e-01   2.60e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 377   2.750456207e-01   2.958e-02   1.57e-01   2.59e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 378   3.153170951e-01   2.043e-02   4.03e-02   2.58e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 379   3.677616489e-01   1.345e-02   5.24e-02   2.58e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 380   3.664774480e-01   2.961e-02   1.28e-03   2.57e-02  0.000e+00  
 381   4.775133201e-01   2.961e-02   1.11e-01   2.56e-02       NaN  
 Warning, small sTy < eps   0.00e+00 
 382   3.277660473e-01        NaN   1.50e-01   2.56e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 383   3.835651602e-01   3.723e-02   5.58e-02   2.55e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 384   3.231892337e-01   3.724e-02   6.04e-02   2.54e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 385   2.134182893e-01   1.236e-02   1.10e-01   2.54e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 386   3.629853437e-01   4.482e-02   1.50e-01   2.53e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 387   2.160029650e-01   5.903e-02   1.47e-01   2.52e-02  0.000e+00  
 388   5.844804917e-01   1.413e-02   3.68e-01   2.52e-02       NaN  
 Warning, small sTy < eps   0.00e+00 
 389   3.110819739e-01        NaN   2.73e-01   2.51e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 390   2.479266707e-01   2.459e-02   6.32e-02   2.50e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 391   4.727881701e-01   2.956e-02   2.25e-01   2.50e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 392   3.043534523e-01   5.904e-02   1.68e-01   2.49e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 393   4.723517872e-01   1.866e-02   1.68e-01   2.49e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 394   2.567014162e-01   4.175e-02   2.16e-01   2.48e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 395   3.917368770e-01   1.386e-02   1.35e-01   2.47e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 396   2.834635555e-01   5.904e-02   1.08e-01   2.47e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 397   2.417274805e-01   1.636e-02   4.17e-02   2.46e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 398   2.254177699e-01   1.164e-02   1.63e-02   2.46e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 399   5.367648100e-01   1.435e-02   3.11e-01   2.45e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 400   4.444731337e-01   5.906e-02   9.23e-02   2.44e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 401   3.561877078e-01   3.975e-02   8.83e-02   2.44e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 402   3.110716489e-01   5.688e-02   4.51e-02   2.43e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 403   2.880030791e-01   3.720e-02   2.31e-02   2.43e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 404   2.624495909e-01   2.656e-02   2.56e-02   2.42e-02  0.000e+00  
 405   6.125542804e-01   1.113e-02   3.50e-01   2.41e-02       NaN  
 Warning, small sTy < eps   0.00e+00 
 406   2.603176299e-01        NaN   3.52e-01   2.41e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 407   3.282142486e-01   2.349e-02   6.79e-02   2.40e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 408   2.520027951e-01   1.343e-02   7.62e-02   2.40e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 409   4.425472857e-01   1.339e-02   1.91e-01   2.39e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 410   3.342486715e-01   5.686e-02   1.08e-01   2.39e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 411   4.513653212e-01   1.924e-02   1.17e-01   2.38e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 412   2.810118448e-01   4.174e-02   1.70e-01   2.37e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 413   3.912188842e-01   1.165e-02   1.10e-01   2.37e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 414   2.506460282e-01   4.175e-02   1.41e-01   2.36e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 415   3.470844213e-01   1.338e-02   9.64e-02   2.36e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 416   3.464660113e-01   2.959e-02   6.18e-04   2.35e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 417   3.146937552e-01   2.960e-02   3.18e-02   2.35e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 418   2.958619037e-01   1.325e-02   1.88e-02   2.34e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 419   3.964087369e-01   1.334e-02   1.01e-01   2.34e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 420   2.591572560e-01   2.964e-02   1.37e-01   2.33e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 421   2.565546556e-01   1.572e-02   2.60e-03   2.32e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 422   2.742041356e-01   2.345e-02   1.76e-02   2.32e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 423   3.242555126e-01   1.441e-02   5.01e-02   2.31e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 424   2.510294639e-01   1.754e-02   7.32e-02   2.31e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 425   2.261394064e-01   1.360e-02   2.49e-02   2.30e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 426   2.763505743e-01   9.941e-03   5.02e-02   2.30e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 427   3.646289083e-01   2.061e-02   8.83e-02   2.29e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 428   4.811642866e-01   3.977e-02   1.17e-01   2.29e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 429   3.072108758e-01   5.905e-02   1.74e-01   2.28e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 430   2.705939313e-01   1.589e-02   3.66e-02   2.28e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 431   2.650049243e-01   3.718e-02   5.59e-03   2.27e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 432   2.745251882e-01   1.358e-02   9.52e-03   2.27e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 433   2.456251323e-01   3.722e-02   2.89e-02   2.26e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 434   2.778131066e-01   3.314e-02   3.22e-02   2.26e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 435   2.621839819e-01   1.686e-02   1.56e-02   2.25e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 436   3.904545738e-01   7.143e-02   1.28e-01   2.25e-02  0.000e+00  
 437   4.677011811e-01   3.720e-02   7.72e-02   2.24e-02       NaN  
 Warning, small sTy < eps   0.00e+00 
 438   3.607302920e-01        NaN   1.07e-01   2.24e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 439   2.815991582e-01   3.723e-02   7.91e-02   2.23e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 440   4.165805920e-01   3.970e-02   1.35e-01   2.23e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 441   2.649859369e-01   2.002e-02   1.52e-01   2.22e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 442   2.455988083e-01   2.347e-02   1.94e-02   2.22e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 443   2.363806734e-01   2.048e-02   9.22e-03   2.21e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 444   4.115196587e-01   1.048e-02   1.75e-01   2.21e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 445   3.059921229e-01   3.975e-02   1.06e-01   2.20e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 446   3.462035908e-01   2.649e-02   4.02e-02   2.20e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 447   2.155035932e-01   5.688e-02   1.31e-01   2.19e-02  0.000e+00  
 448   6.557735372e-01   1.059e-02   4.40e-01   2.19e-02       NaN  
 Warning, small sTy < eps   0.00e+00 
 449   2.840969129e-01        NaN   3.72e-01   2.18e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 450   4.125077073e-01   3.317e-02   1.28e-01   2.18e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 451   2.411506020e-01   5.686e-02   1.71e-01   2.17e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 452   4.802932052e-01   2.343e-02   2.39e-01   2.17e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 453   3.990144248e-01   2.958e-02   8.13e-02   2.16e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 454   3.443700840e-01   5.903e-02   5.46e-02   2.16e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 455   2.651915893e-01   4.173e-02   7.92e-02   2.15e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 456   3.515807790e-01   3.719e-02   8.64e-02   2.15e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 457   4.170813273e-01   4.174e-02   6.55e-02   2.14e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
